Verbatim,country,Disease,Test,Diagnosed,Treatment,Emotional words,Anger ,Rage ,Mad ,Irritated,Disgust,Nausea ,Sickened ,Revulsion ,Fear ,Terror ,Scared ,Panic ,Anxiety ,Dread ,Nervous ,Worry ,Sad ,Grief ,Lonely ,Empty ,Desire ,Wanting ,Craving ,Longing ,Relaxation ,Easygoing ,Chilled out ,Calm ,Happy ,Satisfaction ,Enjoyment ,Liking ,Sentiment,Optimism_effect,Negativity_bias,Projection_bias,Pessimism_bias,Survivorship_bias,Hindsight_bias,Framing_effect,Distinction_bias,Decoy_effect,Imaginability_bias,Gamblers_fallacy,Time_discounting,Status_quo_bias,Omission_bias,Regret_avoidance,Sunk_cost_fallacy,Base_rate_fallacy,Fundamental_attribution_error,Confirmation_bias,Authority_bias,False_consensus_effect,Dunning_Kruger_effect,Hueristic,Attitude,Norm,Control,Intention,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness,Intention_Type,intent,intent valence,Verbatim Index,belief,start,end,belief type,belief cluster
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.281777498,399,was having,55,65,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.449225788,400,"According to the symptoms/diseases in this Nursing Assistant class I have Parkinson's, a stroke",0,95,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.39100025,401,"of adolescents' experiences of living with sickle cell disease,",82,145,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.39100025,401,- an exploration of adolescents' experiences of,65,112,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.39100025,401,and asthma,162,172,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.39100025,401,and chronic illness - an exploration of adolescents',45,97,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.39100025,401,"exploration of adolescents' experiences of living with sickle cell disease,",70,145,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.707552714,402,"living with sickle cell disease, type I diabetes and",113,165,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.707552714,402,of living with sickle,110,131,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.417700398,403,. I wonder if a patient with diabetes would get the same trouble trying to get their insulin,144,236,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.417700398,403,be. I wonder if a patient with diabetes would get the same trouble trying to get their,142,228,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.417700398,403,on me because I questioned why my prescription is never signed for when it's supposed to be. I wonder if a patient with diabetes would get the,53,195,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.72261308,404,is for a,200,208,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.72261308,404,denied by the state of Texas for Medicare and Disability,19,75,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.72261308,404,for a little help,203,220,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.217468562,405,"asthma, paralysis, motion sickness, tumors, mouth disease, head trauma, and a neurological disorder",40,139,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.217468562,405,"diabetes,",30,39,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.477312051,406,,,,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.852383113,407,"t have $1 million dollars, so I will take that.",81,128,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.670883407,408,,,,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.153762657,409,(,99,100,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.669913973,410,for the last,219,231,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.669913973,410,", diabetes) and my father (COPD) then if we don't want to spend the rest of our lives at home",91,184,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.669913973,410,last 2 years as it is!,227,249,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.669913973,410,"I protect myself (asthma, diabetes) and my father (COPD) then if we don't want",67,145,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.669913973,410,"won't be able to test. How do I protect myself (asthma, diabetes) and",37,106,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.015231823,411,"â„¢s team made massive health and edu. cuts when he came to office in 2018! What could go wrong? ThereÃ¢â‚¬â„¢s plenty of resources to promote and mandate stuffs re: health soÃ¢â‚¬Â_I guess, maybe CVD, cancer, COPD and diabetes are next on the list?",30,268,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.015231823,411,"and edu. cuts when he came to office in 2018! What could go wrong? ThereÃ¢â‚¬â„¢s plenty of resources to promote and mandate stuffs re: health soÃ¢â‚¬Â_I guess, maybe CVD, cancer,",58,228,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.015231823,411,", maybe CVD, cancer, COPD and diabetes are next on",208,258,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.434826644,412,struggled with depression for years they added that to the,179,237,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.434826644,412,"41 and had a heart attack at 36. I have psoriasis, alopecia areta, and asthma. I often take steroids that can compromise my immune system.",28,166,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.533285463,413,I,4,5,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.533285463,413,I'm leesh! I'm 38 years old and I have diabetes and severe,4,62,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.913101857,414,"diseases, heart failure, kidney failure, hypertension and nodules in my lungs. You really think it",41,139,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.913101857,414,death sentence. #,224,241,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.308181205,415,ever worked on,35,49,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.308181205,415,@SarahTaber_bww The first summer I ever worked on,0,49,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.778040311,416,,,,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.920059855,417,#NAME?,245,277,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.920059855,417,My son,164,170,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.920059855,417,asthma (+ other health issues) & relatives 75+ may not receive,200,262,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.920059855,417,Ã°Å¸Â_Â¡and now they are talking about Ã¢â‚¬Å“protocolsÃ¢â‚¬Âù being put in place with hospitals overwhelmed. My son & I,66,174,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.186508513,418,online and has left CEGEP altogether,272,308,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.186508513,418,I have Type 1 diabetes & asthma. I have other issues due to my Type 1 diabetesÃ¢â‚¬Â_my A1C is difficult to control as well due to GastroparesisÃ¢â‚¬Â_even with booster we are still worried,50,231,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.186508513,418,I have Type 1 diabetes & asthma. I have other issues due to my Type 1 diabetesÃ¢â‚¬Â_my A1C,50,137,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.186508513,418,issues due to my Type 1 diabetesÃ¢â‚¬Â_my A1C is difficult to control as well due to,96,176,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.014552464,419,because I am impaired by the diagnoses listed above and further disabled by society,136,219,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.014552464,419,", asthma, ADHD, and depression. The laws that protect disabled people from discrimination protect me",15,115,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.014552464,419,The laws that protect disabled people from discrimination protect me from discrimination because I am impaired by the diagnoses listed above,47,187,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.014552464,419,", ADHD, and depression. The laws that protect disabled people from discrimination protect me from discrimination because I am impaired by the diagnoses listed above",23,187,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.014552464,419,laws that protect disabled people from discrimination protect me from discrimination because I am impaired by the diagnoses listed above and further disabled by society.,51,220,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.076038095,420,son and I,31,40,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.724460314,421,"am out of healthcare now because of my shitty spinal arthritis and fused L4-L5. Not to mention my knees and right ankle. I also have familial hyperlipidemia, asthma, and over the last few years, runs of VT. Throw in depression, and yeah, I'd say I",16,263,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.724460314,421,"knees and right ankle. I also have familial hyperlipidemia, asthma, and over the last few years, runs of VT. Throw in depression, and yeah, I'd",114,257,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.724460314,421,"now because of my shitty spinal arthritis and fused L4-L5. Not to mention my knees and right ankle. I also have familial hyperlipidemia, asthma, and over the last few years,",37,210,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.581107359,422,and a developmental disability. @CDCDirector is encouraged that Ã¢â‚¬Å“onlyÃ¢â‚¬Âù people like,60,146,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.581107359,422,. @CDCDirector is encouraged that Ã¢â‚¬Å“onlyÃ¢â‚¬Âù people,90,141,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.581107359,422,", diabetes, Ã¢â‚¬Å“obesity,Ã¢â‚¬Âù and a developmental disability. @CDCDirector is encouraged that Ã¢â‚¬Å“onlyÃ¢â‚¬Âù people like",33,146,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.581107359,422,@CDCDirector is encouraged that Ã¢â‚¬Å“onlyÃ¢â‚¬Âù people like me are dying,92,159,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.562879242,423,raging right now. I donÃ¢â‚¬â„¢t even have the strength. SheÃ¢â‚¬â„¢s not sick she just wants asspats,84,175,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.562879242,423,. I donÃ¢â‚¬â„¢t even have the strength. SheÃ¢â‚¬â„¢s not sick she just wants asspats.,100,176,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.562879242,423,like #foodiebeauty and idk how she is raging right now. I donÃ¢â‚¬â„¢t even have the strength. SheÃ¢â‚¬â„¢s not sick she just,46,161,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.562879242,423,t,8,9,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.31285912,424,We all have,117,128,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.31285912,424,cold. And i have history of stroke,148,182,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.31285912,424,of my family,103,115,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.31285912,424,stroke emphysema and asthma.,176,204,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.533580524,425,counting painkillers,136,156,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.533580524,425,pressure that's me finished 15 tablets,71,109,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.533580524,425,blood pressure,65,79,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.533580524,425,rheumatoid arthritis diabetes,23,52,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.246954118,426,the,127,130,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.246954118,426,be wearing a mask inside around strangers regardless of the,71,130,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.246954118,426,"Coronary artery disease, diabetes, IÃ¢â‚¬â„¢ll be",29,73,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.550753909,427,IÃ¢â‚¬â„¢ve,222,228,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.550753909,427,ve,153,155,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.550753909,427,"liquicaps and ibuprofen until I can get tested. IÃ¢â‚¬â„¢m scared bc I have two risks: obesity and asthma. Even though the omicron is milder, IÃ¢â‚¬",85,225,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.550753909,427,pretty,242,248,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.550753909,427,the omicron is milder,199,220,control,control1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.460010642,428,"of stroke, asthma. When I got",52,81,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.530971098,429,need this so much. I can't take the isolation anymore. Maybe I die. I,141,210,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.530971098,429,I'm going to face by traveling to PAX. I'm disabled. I have asthma and cardiovascular problems. Maybe I die. I need this so,30,153,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent0,0.530971098,429,problems. Maybe I die. I need this so much. I can't take the isolation anymore. Maybe,116,201,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.972787682,430,close to a busy roundabout so the air pollution exceeds WHO safe limits. This puts my family and I at greater risk,75,189,control,control0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.891024093,431,&,209,210,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.891024093,431,limits. This puts my family and,141,172,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.915458721,432,ADHD/OCD tendencies. I am sick because everyone in,164,214,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.915458721,432,", and potentially ADHD/OCD tendencies. I am sick because",146,202,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.956529565,433,,,,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.324217038,434,", sickle-",143,152,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.324217038,434,"(i.e. asthma), obesity, sickle-cell anemia or diabetes, should make it a priority",121,202,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.324217038,434,sickle-,145,152,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.324217038,434,#NAME?,15,54,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.324217038,434,"conditions that make my child more vulnerable? A: Kids that have chronic respiratory conditions (i.e. asthma), obesity,",25,144,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.498202786,435,", yes, because I have diabetes & asthma. I donÃ¢â‚¬â„¢t want to end",17,79,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.498202786,435,the hospital.,86,99,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.498202786,435,. I donÃ¢â‚¬â„¢t want to end up in the hospital,56,98,norm,norm0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.261906413,436,not,112,115,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.261906413,436,registered they said because I am,45,78,norm,norm1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.261906413,436,I wait,137,143,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent5,0.261906413,436,am,76,78,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.989020552,437,teacher!,46,54,attitude,attitude0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.267402977,438,my,59,61,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.267402977,438,"I have asthma, and heart disease which affects my breathing . I donÃ¢â‚¬â„¢t like wearing",12,96,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.267402977,438,my breathing . I donÃ¢â‚¬â„¢,59,82,norm,norm2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.267402977,438,but do wear one where,104,125,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent4,0.267402977,438,"asthma, and heart disease which affects my breathing . I donÃ¢â‚¬â„¢t like",19,88,control,control2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent1,0.082708494,439,to,154,156,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.435663347,440,rotting,115,122,attitude,attitude1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent3,0.435663347,440,) or risk bottoming out with a rotting gooch.,84,129,attitude,attitude2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intent2,0.486552149,441,,,,control,control0
